season,match_name,h_odd,d_odd,a_odd,home_team,away_team,home_score,away_score,winner
2007,Middlesbrough vs Blackburn,2.72,3.19,2.56,Middlesbrough,Blackburn,1,2,AWAY_TEAM
2007,West Ham vs Manchester City,2.27,3.18,3.18,West Ham,Manchester City,0,2,AWAY_TEAM
2007,Sunderland vs Tottenham,2.75,3.25,2.52,Sunderland,Tottenham,1,0,HOME_TEAM
2008,Arsenal vs Stoke,1.32,4.99,9.66,Arsenal,Stoke,4,1,HOME_TEAM
2008,Aston Villa vs Newcastle,2.02,3.48,3.57,Aston Villa,Newcastle,1,0,HOME_TEAM
2008,Blackburn vs West Brom,1.9,3.44,4.07,Blackburn,West Brom,0,0,DRAW
2008,Fulham vs Everton,2.14,3.24,3.39,Fulham,Everton,0,2,AWAY_TEAM
2008,Hull vs Manchester Utd,2.52,3.35,2.7,Hull,Manchester Utd,0,1,AWAY_TEAM
2008,Liverpool vs Tottenham,1.44,4.2,7.49,Liverpool,Tottenham,3,1,HOME_TEAM
2008,Manchester City vs Bolton,1.73,3.5,4.92,Manchester City,Bolton,1,0,HOME_TEAM
2008,Sunderland vs Chelsea,4.86,3.59,1.73,Sunderland,Chelsea,2,3,AWAY_TEAM
2008,West Ham vs Middlesbrough,2.1,3.43,3.39,West Ham,Middlesbrough,2,1,HOME_TEAM
2008,Wigan vs Portsmouth,1.93,3.39,4.05,Wigan,Portsmouth,1,0,HOME_TEAM
2008,Portsmouth vs Sunderland,2.33,3.16,3.12,Portsmouth,Sunderland,3,1,HOME_TEAM
2008,Chelsea vs Blackburn,1.27,5.28,12.58,Chelsea,Blackburn,2,0,HOME_TEAM
2008,West Brom vs Liverpool,6.76,4.44,1.45,West Brom,Liverpool,0,2,AWAY_TEAM
2008,Bolton vs Hull,2.14,3.31,3.4,Bolton,Hull,1,1,DRAW
2008,Everton vs West Ham,1.71,3.52,5.17,Everton,West Ham,3,1,HOME_TEAM
2008,Middlesbrough vs Aston Villa,2.54,3.35,2.69,Middlesbrough,Aston Villa,1,1,DRAW
2008,Newcastle vs Fulham,1.92,3.45,3.95,Newcastle,Fulham,0,1,AWAY_TEAM
2008,Stoke vs Wigan,2.19,3.27,3.31,Stoke,Wigan,2,0,HOME_TEAM
2008,Tottenham vs Manchester City,1.8,3.47,4.55,Tottenham,Manchester City,2,1,HOME_TEAM
2008,Manchester Utd vs Arsenal,1.58,3.71,6.67,Manchester Utd,Arsenal,0,0,DRAW
2008,Wigan vs Manchester Utd,10.78,5.16,1.29,Wigan,Manchester Utd,1,2,AWAY_TEAM
2008,Newcastle vs Middlesbrough,1.99,3.37,3.77,Newcastle,Middlesbrough,3,1,HOME_TEAM
2008,Arsenal vs Chelsea,2.7,3.23,2.63,Arsenal,Chelsea,1,4,AWAY_TEAM
2008,Manchester Utd vs Manchester City,1.34,4.96,9.66,Manchester Utd,Manchester City,2,0,HOME_TEAM
2008,West Ham vs Liverpool,7.14,3.93,1.51,West Ham,Liverpool,0,3,AWAY_TEAM
2008,Blackburn vs Portsmouth,2.02,3.23,3.83,Blackburn,Portsmouth,2,0,HOME_TEAM
2008,Bolton vs Sunderland,2.08,3.25,3.61,Bolton,Sunderland,0,0,DRAW
2008,Everton vs Tottenham,2.21,3.29,3.25,Everton,Tottenham,0,0,DRAW
2008,Fulham vs Aston Villa,2.62,3.24,2.69,Fulham,Aston Villa,3,1,HOME_TEAM
2008,Hull vs Stoke,2.04,3.27,3.7,Hull,Stoke,1,2,AWAY_TEAM
2008,West Brom vs Wigan,2.31,3.31,3.04,West Brom,Wigan,3,1,HOME_TEAM
2008,Aston Villa vs Hull,1.54,3.79,6.66,Aston Villa,Hull,1,0,HOME_TEAM
2008,Sunderland vs Everton,2.61,3.23,2.7,Sunderland,Everton,0,2,AWAY_TEAM
2008,Liverpool vs Newcastle,1.25,5.54,13.79,Liverpool,Newcastle,3,0,HOME_TEAM
2008,Chelsea vs Fulham,1.47,3.86,8.16,Chelsea,Fulham,3,1,HOME_TEAM
2008,Manchester City vs Blackburn,1.95,3.34,3.93,Manchester City,Blackburn,3,1,HOME_TEAM
2008,Portsmouth vs Arsenal,3.06,3.24,2.33,Portsmouth,Arsenal,0,3,AWAY_TEAM
2008,Stoke vs West Ham,2.31,3.24,3.08,Stoke,West Ham,0,1,AWAY_TEAM
2008,Tottenham vs West Brom,1.47,4.05,7.33,Tottenham,West Brom,1,0,HOME_TEAM
2008,Wigan vs Bolton,2.06,3.27,3.64,Wigan,Bolton,0,0,DRAW
2008,Middlesbrough vs Manchester Utd,6.32,3.71,1.57,Middlesbrough,Manchester Utd,0,2,AWAY_TEAM
2008,Newcastle vs Portsmouth,1.89,3.47,4.11,Newcastle,Portsmouth,0,0,DRAW
2008,Blackburn vs Wigan,2.17,3.23,3.42,Blackburn,Wigan,2,0,HOME_TEAM
2008,Arsenal vs Middlesbrough,1.46,4.11,7.75,Arsenal,Middlesbrough,2,0,HOME_TEAM
2008,Manchester Utd vs Tottenham,1.43,4.17,8.0,Manchester Utd,Tottenham,5,2,HOME_TEAM
2008,Bolton vs Aston Villa,2.97,3.29,2.37,Bolton,Aston Villa,1,1,DRAW
2008,Everton vs Manchester City,1.78,3.47,4.63,Everton,Manchester City,1,2,AWAY_TEAM
2008,Fulham vs Stoke,1.68,3.5,5.47,Fulham,Stoke,1,0,HOME_TEAM
2008,West Brom vs Sunderland,2.38,3.31,2.92,West Brom,Sunderland,3,0,HOME_TEAM
2008,West Ham vs Chelsea,4.46,3.37,1.86,West Ham,Chelsea,0,1,AWAY_TEAM
2008,Hull vs Liverpool,9.08,4.5,1.37,Hull,Liverpool,1,3,AWAY_TEAM
2008,Chelsea vs Everton,1.41,4.18,9.02,Chelsea,Everton,0,0,DRAW
2008,Manchester Utd vs Portsmouth,1.24,5.59,14.09,Manchester Utd,Portsmouth,2,0,HOME_TEAM
2008,Liverpool vs Arsenal,1.69,3.57,5.38,Liverpool,Arsenal,4,4,DRAW
2008,Manchester City vs West Brom,1.71,3.5,5.09,Manchester City,West Brom,4,2,HOME_TEAM
2008,Tottenham vs Newcastle,1.66,3.63,5.46,Tottenham,Newcastle,1,0,HOME_TEAM
2008,Aston Villa vs West Ham,1.62,3.66,5.96,Aston Villa,West Ham,1,1,DRAW
2008,Middlesbrough vs Fulham,2.21,3.24,3.31,Middlesbrough,Fulham,0,0,DRAW
2008,Portsmouth vs Bolton,2.0,3.31,3.78,Portsmouth,Bolton,1,0,HOME_TEAM
2008,Stoke vs Blackburn,2.42,3.2,2.95,Stoke,Blackburn,1,0,HOME_TEAM
2008,Sunderland vs Hull,1.85,3.39,4.36,Sunderland,Hull,1,0,HOME_TEAM
2008,Manchester City vs Fulham,2.02,3.24,3.88,Manchester City,Fulham,1,3,AWAY_TEAM
2008,Aston Villa vs Everton,2.29,3.23,3.18,Aston Villa,Everton,3,3,DRAW
2008,Stoke vs Newcastle,2.41,3.24,2.93,Stoke,Newcastle,1,1,DRAW
2008,Chelsea vs Bolton,1.27,5.24,12.65,Chelsea,Bolton,4,3,HOME_TEAM
2008,Middlesbrough vs Hull,2.06,3.31,3.6,Middlesbrough,Hull,3,1,HOME_TEAM
2008,Portsmouth vs West Brom,1.71,3.47,5.13,Portsmouth,West Brom,2,2,DRAW
2008,Sunderland vs Manchester Utd,7.39,3.99,1.47,Sunderland,Manchester Utd,1,2,AWAY_TEAM
2008,Tottenham vs West Ham,1.68,3.52,5.47,Tottenham,West Ham,1,0,HOME_TEAM
2008,Wigan vs Arsenal,4.55,3.35,1.85,Wigan,Arsenal,1,4,AWAY_TEAM
2008,Liverpool vs Blackburn,1.33,4.62,9.89,Liverpool,Blackburn,4,0,HOME_TEAM
2008,Manchester Utd vs Aston Villa,1.41,4.18,8.64,Manchester Utd,Aston Villa,3,2,HOME_TEAM
2008,Everton vs Wigan,1.78,3.39,4.76,Everton,Wigan,4,0,HOME_TEAM
2008,Fulham vs Liverpool,5.93,3.63,1.62,Fulham,Liverpool,0,1,AWAY_TEAM
2008,Arsenal vs Manchester City,1.53,3.76,7.0,Arsenal,Manchester City,2,0,HOME_TEAM
2008,Bolton vs Middlesbrough,2.08,3.25,3.63,Bolton,Middlesbrough,4,1,HOME_TEAM
2008,Hull vs Portsmouth,2.56,3.21,2.74,Hull,Portsmouth,0,0,DRAW
2008,Newcastle vs Chelsea,5.34,3.58,1.67,Newcastle,Chelsea,0,2,AWAY_TEAM
2008,West Brom vs Stoke,2.12,3.24,3.47,West Brom,Stoke,0,2,AWAY_TEAM
2008,West Ham vs Sunderland,2.06,3.24,3.68,West Ham,Sunderland,2,0,HOME_TEAM
2008,Blackburn vs Tottenham,2.54,3.23,2.74,Blackburn,Tottenham,2,1,HOME_TEAM
2008,Liverpool vs Aston Villa,1.47,3.94,7.68,Liverpool,Aston Villa,5,0,HOME_TEAM
2008,Manchester City vs Sunderland,1.6,3.6,6.15,Manchester City,Sunderland,1,0,HOME_TEAM
2008,Wigan vs Hull,1.77,3.44,4.84,Wigan,Hull,1,0,HOME_TEAM
2008,Newcastle vs Arsenal,5.08,3.5,1.71,Newcastle,Arsenal,1,3,AWAY_TEAM
2008,Blackburn vs West Ham,1.99,3.29,3.85,Blackburn,West Ham,1,1,DRAW
2008,Fulham vs Manchester Utd,7.74,3.99,1.46,Fulham,Manchester Utd,2,0,HOME_TEAM
2008,Stoke vs Middlesbrough,2.31,3.23,3.06,Stoke,Middlesbrough,1,0,HOME_TEAM
2008,Tottenham vs Chelsea,4.11,3.35,1.91,Tottenham,Chelsea,1,0,HOME_TEAM
2008,West Brom vs Bolton,2.39,3.24,2.95,West Brom,Bolton,1,1,DRAW
2008,Portsmouth vs Everton,2.72,3.21,2.58,Portsmouth,Everton,2,1,HOME_TEAM
2008,West Ham vs West Brom,1.89,3.37,4.32,West Ham,West Brom,0,0,DRAW
2008,Aston Villa vs Tottenham,2.08,3.25,3.68,Aston Villa,Tottenham,1,2,AWAY_TEAM
2008,Chelsea vs Manchester City,1.37,4.41,9.8,Chelsea,Manchester City,1,0,HOME_TEAM
2008,Arsenal vs Blackburn,1.45,4.01,8.28,Arsenal,Blackburn,4,0,HOME_TEAM
2008,Bolton vs Fulham,2.08,3.24,3.63,Bolton,Fulham,1,3,AWAY_TEAM
2008,Everton vs Stoke,1.49,3.83,7.39,Everton,Stoke,3,1,HOME_TEAM
2008,Hull vs Newcastle,2.49,3.25,2.79,Hull,Newcastle,1,1,DRAW
2008,Middlesbrough vs Portsmouth,2.23,3.2,3.34,Middlesbrough,Portsmouth,1,1,DRAW
2008,Sunderland vs Wigan,2.34,3.19,3.11,Sunderland,Wigan,1,2,AWAY_TEAM
2008,Manchester Utd vs Liverpool,1.94,3.16,4.44,Manchester Utd,Liverpool,1,4,AWAY_TEAM
2008,Fulham vs Blackburn,2.27,3.21,3.22,Fulham,Blackburn,1,2,AWAY_TEAM
2008,Sunderland vs Tottenham,2.85,3.25,2.45,Sunderland,Tottenham,1,1,DRAW
2008,Blackburn vs Everton,2.63,3.19,2.72,Blackburn,Everton,0,0,DRAW
2008,Fulham vs Hull,1.67,3.52,5.58,Fulham,Hull,0,1,AWAY_TEAM
2008,Tottenham vs Middlesbrough,1.73,3.47,5.08,Tottenham,Middlesbrough,4,0,HOME_TEAM
2008,Manchester City vs Aston Villa,2.79,3.23,2.54,Manchester City,Aston Villa,2,0,HOME_TEAM
2008,Newcastle vs Manchester Utd,8.71,4.09,1.42,Newcastle,Manchester Utd,1,2,AWAY_TEAM
2008,Stoke vs Bolton,2.45,3.2,2.92,Stoke,Bolton,2,0,HOME_TEAM
2008,Wigan vs West Ham,2.02,3.27,3.78,Wigan,West Ham,0,1,AWAY_TEAM
2008,Liverpool vs Sunderland,1.43,4.04,8.52,Liverpool,Sunderland,2,0,HOME_TEAM
2008,Portsmouth vs Chelsea,6.58,3.67,1.57,Portsmouth,Chelsea,0,1,AWAY_TEAM
2008,West Brom vs Arsenal,6.04,3.61,1.62,West Brom,Arsenal,1,3,AWAY_TEAM
2008,Aston Villa vs Stoke,1.4,4.25,9.07,Aston Villa,Stoke,2,2,DRAW
2008,Bolton vs Newcastle,2.02,3.29,3.79,Bolton,Newcastle,1,0,HOME_TEAM
2008,Hull vs Blackburn,2.79,3.24,2.52,Hull,Blackburn,1,2,AWAY_TEAM
2008,West Ham vs Manchester City,2.49,3.27,2.84,West Ham,Manchester City,1,0,HOME_TEAM
2008,Arsenal vs Fulham,1.41,4.09,8.86,Arsenal,Fulham,0,0,DRAW
2008,Chelsea vs Wigan,1.31,4.68,11.89,Chelsea,Wigan,2,1,HOME_TEAM
2008,Middlesbrough vs Liverpool,4.95,3.38,1.78,Middlesbrough,Liverpool,2,0,HOME_TEAM
2008,Everton vs West Brom,1.49,3.85,7.67,Everton,West Brom,2,0,HOME_TEAM
2008,Hull vs Tottenham,3.25,3.23,2.24,Hull,Tottenham,1,2,AWAY_TEAM
2008,Newcastle vs Everton,2.92,3.21,2.45,Newcastle,Everton,0,0,DRAW
2008,Liverpool vs Manchester City,1.57,3.64,6.6,Liverpool,Manchester City,1,1,DRAW
2008,Fulham vs West Brom,1.83,3.41,4.45,Fulham,West Brom,2,0,HOME_TEAM
2008,Manchester Utd vs Blackburn,1.25,5.34,13.63,Manchester Utd,Blackburn,2,1,HOME_TEAM
2008,Arsenal vs Sunderland,1.37,4.34,10.08,Arsenal,Sunderland,0,0,DRAW
2008,Bolton vs West Ham,2.24,3.25,3.23,Bolton,West Ham,2,1,HOME_TEAM
2008,Middlesbrough vs Wigan,2.41,3.24,2.94,Middlesbrough,Wigan,0,0,DRAW
2008,Stoke vs Portsmouth,2.62,3.2,2.73,Stoke,Portsmouth,2,2,DRAW
2008,Aston Villa vs Chelsea,3.36,3.24,2.21,Aston Villa,Chelsea,0,1,AWAY_TEAM
2008,Manchester Utd vs Fulham,1.22,5.65,16.23,Manchester Utd,Fulham,3,0,HOME_TEAM
2008,Portsmouth vs Manchester City,2.71,3.23,2.62,Portsmouth,Manchester City,2,0,HOME_TEAM
2008,West Ham vs Manchester Utd,6.19,3.64,1.6,West Ham,Manchester Utd,0,1,AWAY_TEAM
2008,Tottenham vs Arsenal,3.14,3.21,2.34,Tottenham,Arsenal,0,0,DRAW
2008,Portsmouth vs Liverpool,4.43,3.29,1.88,Portsmouth,Liverpool,2,3,AWAY_TEAM
2008,Blackburn vs Aston Villa,2.83,3.25,2.48,Blackburn,Aston Villa,0,2,AWAY_TEAM
2008,Chelsea vs Hull,1.2,6.07,15.55,Chelsea,Hull,0,0,DRAW
2008,Everton vs Bolton,1.71,3.42,5.34,Everton,Bolton,3,0,HOME_TEAM
2008,Sunderland vs Stoke,1.78,3.39,4.68,Sunderland,Stoke,2,0,HOME_TEAM
2008,West Brom vs Newcastle,2.04,3.37,3.61,West Brom,Newcastle,2,3,AWAY_TEAM
2008,Wigan vs Fulham,1.99,3.25,3.94,Wigan,Fulham,0,0,DRAW
2008,Manchester City vs Middlesbrough,1.58,3.69,6.24,Manchester City,Middlesbrough,1,0,HOME_TEAM
2008,Liverpool vs Chelsea,2.48,3.04,3.08,Liverpool,Chelsea,2,0,HOME_TEAM
2008,Newcastle vs Sunderland,2.54,3.16,2.83,Newcastle,Sunderland,1,1,DRAW
2008,Manchester Utd vs Everton,1.38,4.24,9.53,Manchester Utd,Everton,1,0,HOME_TEAM
2008,Arsenal vs West Ham,1.48,4.04,7.13,Arsenal,West Ham,0,0,DRAW
2008,Aston Villa vs Wigan,1.71,3.47,5.25,Aston Villa,Wigan,0,0,DRAW
2008,Bolton vs Tottenham,2.74,3.25,2.54,Bolton,Tottenham,3,2,HOME_TEAM
2008,Fulham vs Portsmouth,1.93,3.31,4.09,Fulham,Portsmouth,3,1,HOME_TEAM
2008,Hull vs West Brom,2.18,3.25,3.37,Hull,West Brom,2,2,DRAW
2008,Middlesbrough vs Blackburn,2.5,3.24,2.81,Middlesbrough,Blackburn,0,0,DRAW
2008,Stoke vs Manchester City,3.45,3.27,2.14,Stoke,Manchester City,1,0,HOME_TEAM
2008,Blackburn vs Bolton,1.96,3.23,4.09,Blackburn,Bolton,2,2,DRAW
2008,Everton vs Arsenal,2.93,3.18,2.43,Everton,Arsenal,1,1,DRAW
2008,West Ham vs Hull,1.73,3.52,5.04,West Ham,Hull,2,0,HOME_TEAM
2008,Chelsea vs Middlesbrough,1.22,6.05,14.43,Chelsea,Middlesbrough,2,0,HOME_TEAM
2008,Manchester City vs Newcastle,1.62,3.68,5.72,Manchester City,Newcastle,2,1,HOME_TEAM
2008,Wigan vs Liverpool,5.33,3.48,1.71,Wigan,Liverpool,1,1,DRAW
2008,West Brom vs Manchester Utd,9.64,4.49,1.35,West Brom,Manchester Utd,0,5,AWAY_TEAM
2008,Portsmouth vs Aston Villa,3.09,3.24,2.31,Portsmouth,Aston Villa,0,1,AWAY_TEAM
2008,Tottenham vs Stoke,1.58,3.68,6.41,Tottenham,Stoke,3,1,HOME_TEAM
2008,Sunderland vs Fulham,2.25,3.2,3.25,Sunderland,Fulham,1,0,HOME_TEAM
2008,Liverpool vs Everton,1.6,3.54,6.35,Liverpool,Everton,1,1,DRAW
2008,Tottenham vs Portsmouth,1.63,3.68,5.73,Tottenham,Portsmouth,1,1,DRAW
2008,West Ham vs Fulham,2.22,3.23,3.31,West Ham,Fulham,3,1,HOME_TEAM
2008,Hull vs Arsenal,5.79,3.72,1.61,Hull,Arsenal,1,3,AWAY_TEAM
2008,Blackburn vs Newcastle,1.83,3.43,4.48,Blackburn,Newcastle,3,0,HOME_TEAM
2008,Bolton vs Manchester Utd,8.39,3.94,1.46,Bolton,Manchester Utd,0,1,AWAY_TEAM
2008,Chelsea vs Stoke,1.19,6.2,15.34,Chelsea,Stoke,2,1,HOME_TEAM
2008,Manchester City vs Wigan,2.12,3.29,3.47,Manchester City,Wigan,1,0,HOME_TEAM
2008,Sunderland vs Aston Villa,3.18,3.27,2.25,Sunderland,Aston Villa,1,2,AWAY_TEAM
2008,West Brom vs Middlesbrough,2.2,3.31,3.27,West Brom,Middlesbrough,3,0,HOME_TEAM
2008,Manchester Utd vs Wigan,1.23,5.55,13.85,Manchester Utd,Wigan,1,0,HOME_TEAM
2008,Manchester Utd vs Chelsea,2.27,3.13,3.35,Manchester Utd,Chelsea,3,0,HOME_TEAM
2008,Wigan vs Tottenham,2.41,3.29,2.91,Wigan,Tottenham,1,0,HOME_TEAM
2008,Stoke vs Liverpool,8.97,4.42,1.38,Stoke,Liverpool,0,0,DRAW
2008,Arsenal vs Bolton,1.34,4.59,10.25,Arsenal,Bolton,1,0,HOME_TEAM
2008,Everton vs Hull,1.57,3.7,6.6,Everton,Hull,2,0,HOME_TEAM
2008,Middlesbrough vs Sunderland,2.24,3.24,3.15,Middlesbrough,Sunderland,1,1,DRAW
2008,Newcastle vs West Ham,2.33,3.23,3.08,Newcastle,West Ham,2,2,DRAW
2008,Aston Villa vs West Brom,1.47,4.0,7.49,Aston Villa,West Brom,2,1,HOME_TEAM
2008,Hull vs Aston Villa,3.92,3.4,1.95,Hull,Aston Villa,0,1,AWAY_TEAM
2008,Manchester Utd vs Middlesbrough,1.2,6.14,16.55,Manchester Utd,Middlesbrough,1,0,HOME_TEAM
2008,Blackburn vs Manchester City,2.58,3.29,2.73,Blackburn,Manchester City,2,2,DRAW
2008,Arsenal vs Portsmouth,1.35,4.65,9.97,Arsenal,Portsmouth,1,0,HOME_TEAM
2008,Bolton vs Wigan,2.36,3.22,3.08,Bolton,Wigan,0,1,AWAY_TEAM
2008,Everton vs Sunderland,1.76,3.47,4.95,Everton,Sunderland,3,0,HOME_TEAM
2008,Fulham vs Chelsea,6.61,3.74,1.57,Fulham,Chelsea,2,2,DRAW
2008,West Brom vs Tottenham,3.34,3.29,2.18,West Brom,Tottenham,2,0,HOME_TEAM
2008,West Ham vs Stoke,1.73,3.49,5.09,West Ham,Stoke,2,1,HOME_TEAM
2008,Newcastle vs Liverpool,4.98,3.49,1.76,Newcastle,Liverpool,1,5,AWAY_TEAM
2008,Aston Villa vs Arsenal,2.52,3.25,2.84,Aston Villa,Arsenal,2,2,DRAW
2008,Liverpool vs Bolton,1.38,4.38,9.32,Liverpool,Bolton,3,0,HOME_TEAM
2008,Manchester City vs Hull,1.75,3.61,4.68,Manchester City,Hull,5,1,HOME_TEAM
2008,Middlesbrough vs Everton,2.61,3.24,2.7,Middlesbrough,Everton,0,1,AWAY_TEAM
2008,Sunderland vs Blackburn,2.27,3.25,3.19,Sunderland,Blackburn,0,0,DRAW
2008,Wigan vs Newcastle,2.17,3.29,3.31,Wigan,Newcastle,2,1,HOME_TEAM
2008,Chelsea vs West Brom,1.16,6.76,18.75,Chelsea,West Brom,2,0,HOME_TEAM
2008,Portsmouth vs West Ham,2.24,3.27,3.21,Portsmouth,West Ham,1,4,AWAY_TEAM
2008,Tottenham vs Fulham,1.77,3.47,4.78,Tottenham,Fulham,0,0,DRAW
2008,Stoke vs Manchester Utd,11.16,4.91,1.3,Stoke,Manchester Utd,0,1,AWAY_TEAM
2008,Everton vs Chelsea,5.59,3.58,1.65,Everton,Chelsea,0,0,DRAW
2008,Arsenal vs Liverpool,2.45,2.96,3.15,Arsenal,Liverpool,1,1,DRAW
2008,Newcastle vs Tottenham,2.5,3.19,2.87,Newcastle,Tottenham,2,1,HOME_TEAM
2008,West Brom vs Manchester City,3.13,3.18,2.36,West Brom,Manchester City,2,1,HOME_TEAM
2008,West Ham vs Aston Villa,3.12,3.0,2.5,West Ham,Aston Villa,0,1,AWAY_TEAM
2008,Blackburn vs Stoke,1.68,3.52,4.99,Blackburn,Stoke,3,0,HOME_TEAM
2008,Bolton vs Portsmouth,2.0,3.31,3.75,Bolton,Portsmouth,2,1,HOME_TEAM
2008,Fulham vs Middlesbrough,2.08,3.24,3.64,Fulham,Middlesbrough,3,0,HOME_TEAM
2008,Hull vs Sunderland,2.19,3.18,3.44,Hull,Sunderland,1,4,AWAY_TEAM
2008,Chelsea vs West Ham,1.26,5.38,13.56,Chelsea,West Ham,1,1,DRAW
2008,Portsmouth vs Newcastle,2.14,3.14,3.65,Portsmouth,Newcastle,0,3,AWAY_TEAM
2008,Tottenham vs Manchester Utd,4.44,3.24,1.91,Tottenham,Manchester Utd,0,0,DRAW
2008,Aston Villa vs Bolton,1.7,3.5,5.13,Aston Villa,Bolton,4,2,HOME_TEAM
2008,Liverpool vs Hull,1.38,4.36,9.47,Liverpool,Hull,2,2,DRAW
2008,Manchester City vs Everton,2.08,3.1,3.92,Manchester City,Everton,0,1,AWAY_TEAM
2008,Stoke vs Fulham,2.48,3.2,2.88,Stoke,Fulham,0,0,DRAW
2008,Sunderland vs West Brom,2.04,3.29,3.67,Sunderland,West Brom,4,0,HOME_TEAM
2008,Wigan vs Blackburn,2.08,3.29,3.54,Wigan,Blackburn,3,0,HOME_TEAM
2008,Middlesbrough vs Arsenal,4.8,3.23,1.92,Middlesbrough,Arsenal,1,1,DRAW
2008,West Ham vs Tottenham,2.75,3.09,2.74,West Ham,Tottenham,0,2,AWAY_TEAM
2008,Everton vs Aston Villa,2.59,3.04,2.85,Everton,Aston Villa,2,3,AWAY_TEAM
2008,West Brom vs Portsmouth,2.47,3.27,2.84,West Brom,Portsmouth,1,1,DRAW
2008,Manchester Utd vs Sunderland,1.15,7.02,19.18,Manchester Utd,Sunderland,1,0,HOME_TEAM
2008,Arsenal vs Wigan,1.28,4.67,10.02,Arsenal,Wigan,1,0,HOME_TEAM
2008,Blackburn vs Liverpool,5.13,3.35,1.77,Blackburn,Liverpool,1,3,AWAY_TEAM
2008,Bolton vs Chelsea,6.53,3.72,1.55,Bolton,Chelsea,0,2,AWAY_TEAM
2008,Hull vs Middlesbrough,2.4,3.25,2.95,Hull,Middlesbrough,2,1,HOME_TEAM
2008,Newcastle vs Stoke,1.75,3.5,4.87,Newcastle,Stoke,2,2,DRAW
2008,Fulham vs Manchester City,2.49,3.0,3.21,Fulham,Manchester City,1,1,DRAW
2008,Liverpool vs West Ham,1.36,4.5,10.49,Liverpool,West Ham,0,0,DRAW
2008,Chelsea vs Arsenal,1.8,3.34,4.84,Chelsea,Arsenal,1,2,AWAY_TEAM
2008,Portsmouth vs Blackburn,2.06,3.27,3.63,Portsmouth,Blackburn,3,2,HOME_TEAM
2008,Tottenham vs Everton,1.94,3.39,3.95,Tottenham,Everton,0,1,AWAY_TEAM
2008,Manchester City vs Manchester Utd,4.43,3.46,1.84,Manchester City,Manchester Utd,0,1,AWAY_TEAM
2008,Aston Villa vs Fulham,1.66,3.49,5.8,Aston Villa,Fulham,0,0,DRAW
2008,Middlesbrough vs Newcastle,2.21,3.25,3.27,Middlesbrough,Newcastle,0,0,DRAW
2008,Stoke vs Hull,2.42,3.22,2.96,Stoke,Hull,1,1,DRAW
2008,Sunderland vs Bolton,2.25,3.25,3.19,Sunderland,Bolton,1,4,AWAY_TEAM
2008,Wigan vs West Brom,1.79,3.43,4.63,Wigan,West Brom,2,1,HOME_TEAM
2008,Wigan vs Everton,2.72,3.2,2.58,Wigan,Everton,1,0,HOME_TEAM
2008,Sunderland vs West Ham,2.1,3.33,3.46,Sunderland,West Ham,0,1,AWAY_TEAM
2008,Tottenham vs Blackburn,1.71,3.57,4.98,Tottenham,Blackburn,1,0,HOME_TEAM
2008,Aston Villa vs Manchester Utd,4.96,3.22,1.82,Aston Villa,Manchester Utd,0,0,DRAW
2008,Chelsea vs Newcastle,1.33,4.87,15.25,Chelsea,Newcastle,0,0,DRAW
2008,Liverpool vs Fulham,1.45,4.41,10.42,Liverpool,Fulham,0,0,DRAW
2008,Manchester City vs Arsenal,3.12,3.27,2.27,Manchester City,Arsenal,3,0,HOME_TEAM
2008,Middlesbrough vs Bolton,1.96,3.33,3.94,Middlesbrough,Bolton,1,3,AWAY_TEAM
2008,Portsmouth vs Hull,1.9,3.38,4.12,Portsmouth,Hull,2,2,DRAW
2008,Stoke vs West Brom,2.27,3.27,3.14,Stoke,West Brom,1,0,HOME_TEAM
2008,Hull vs Manchester City,2.94,3.27,2.37,Hull,Manchester City,2,2,DRAW
2008,Everton vs Middlesbrough,1.87,3.39,4.23,Everton,Middlesbrough,1,1,DRAW
2008,West Brom vs Chelsea,11.39,4.92,1.3,West Brom,Chelsea,0,3,AWAY_TEAM
2008,Arsenal vs Aston Villa,1.52,3.8,7.09,Arsenal,Aston Villa,0,2,AWAY_TEAM
2008,Blackburn vs Sunderland,1.93,3.41,3.85,Blackburn,Sunderland,1,2,AWAY_TEAM
2008,Fulham vs Tottenham,3.17,3.23,2.27,Fulham,Tottenham,2,1,HOME_TEAM
2008,Manchester Utd vs Stoke,1.14,7.43,19.28,Manchester Utd,Stoke,5,0,HOME_TEAM
2008,Newcastle vs Wigan,2.02,3.27,3.71,Newcastle,Wigan,2,2,DRAW
2008,West Ham vs Portsmouth,2.33,3.29,3.0,West Ham,Portsmouth,0,0,DRAW
2008,Bolton vs Liverpool,5.91,3.54,1.63,Bolton,Liverpool,0,2,AWAY_TEAM
2008,Fulham vs Newcastle,2.29,3.25,3.11,Fulham,Newcastle,2,1,HOME_TEAM
2008,Aston Villa vs Middlesbrough,1.71,3.54,5.01,Aston Villa,Middlesbrough,1,2,AWAY_TEAM
2008,Manchester City vs Tottenham,2.24,3.27,3.19,Manchester City,Tottenham,1,2,AWAY_TEAM
2008,Blackburn vs Chelsea,7.9,4.12,1.43,Blackburn,Chelsea,0,2,AWAY_TEAM
2008,Liverpool vs West Brom,1.19,5.76,15.72,Liverpool,West Brom,3,0,HOME_TEAM
2008,Hull vs Bolton,2.17,3.23,3.41,Hull,Bolton,0,1,AWAY_TEAM
2008,Sunderland vs Portsmouth,2.34,3.12,3.1,Sunderland,Portsmouth,1,2,AWAY_TEAM
