,season,match_name,home_team,away_team,winner,home_score,away_score,h_odd,d_odd,a_odd,h_match_points,ht_points,ht_goals,ht_goals_sf,ht_wins,ht_draws,ht_losses,ht_win_streak,ht_draw_streak,ht_loss_streak,a_match_points,at_points,at_goals,at_goals_sf,at_wins,at_draws,at_losses,at_win_streak,at_draw_streak,at_loss_streak,ls_winner
1861,2008,Chelsea vs Tottenham,Chelsea,Tottenham,DRAW,1,1,1.4,4.18,8.98,1,426,331,109,129,39,17,1,0,0,1,273,265,233,74,51,61,0,0,1,Chelsea
1862,2008,Arsenal vs Newcastle,Arsenal,Newcastle,HOME_TEAM,3,0,1.41,4.11,8.86,3,364,355,169,105,49,32,2,0,0,0,215,212,265,54,53,79,0,0,3,Arsenal
1863,2008,Bolton vs West Brom,Bolton,West Brom,DRAW,0,0,2.0,3.25,3.9,1,243,218,241,66,45,75,0,0,3,1,95,100,176,21,32,56,1,0,0,Bolton
1864,2008,Everton vs Portsmouth,Everton,Portsmouth,AWAY_TEAM,0,3,2.04,3.25,3.72,0,291,236,194,81,48,57,1,0,0,3,226,208,254,59,49,78,1,0,0,Everton
1865,2008,Hull vs Wigan,Hull,Wigan,AWAY_TEAM,0,5,2.64,3.2,2.68,0,31,36,57,7,10,18,1,0,0,3,171,144,204,46,33,70,0,2,0,UNKNOWN
1866,2008,Middlesbrough vs Stoke,Middlesbrough,Stoke,HOME_TEAM,2,1,1.57,3.64,6.49,3,214,211,259,53,55,79,0,0,3,0,42,33,48,11,9,15,0,0,1,UNKNOWN
1867,2008,West Ham vs Blackburn,West Ham,Blackburn,HOME_TEAM,4,1,2.46,3.24,2.85,3,190,165,204,53,31,65,0,0,1,0,252,220,239,67,51,68,0,0,1,West Ham
1868,2008,Portsmouth vs Manchester Utd,Portsmouth,Manchester Utd,AWAY_TEAM,0,1,4.76,3.38,1.8,0,229,211,254,60,49,78,2,0,0,3,418,358,132,128,34,24,0,0,1,DRAW
1869,2008,Manchester City vs West Ham,Manchester City,West Ham,HOME_TEAM,3,0,2.22,3.25,3.22,3,239,217,229,66,41,80,1,0,0,0,193,169,205,54,31,65,1,0,0,DRAW
1870,2008,Wigan vs Chelsea,Wigan,Chelsea,AWAY_TEAM,0,1,8.15,4.17,1.42,0,174,149,204,47,33,70,1,0,0,3,427,332,110,129,40,17,0,1,0,Chelsea
1871,2008,Fulham vs Arsenal,Fulham,Arsenal,HOME_TEAM,1,0,6.27,3.63,1.58,3,214,212,270,54,52,81,1,0,0,0,367,358,169,106,49,32,3,0,0,Arsenal
1872,2008,Blackburn vs Hull,Blackburn,Hull,DRAW,1,1,1.59,3.6,6.17,1,252,221,243,67,51,69,0,0,2,1,31,36,62,7,10,19,0,0,1,UNKNOWN
1873,2008,Liverpool vs Middlesbrough,Liverpool,Middlesbrough,HOME_TEAM,2,1,1.38,4.37,8.89,3,360,302,145,105,45,36,0,1,0,0,217,213,260,54,55,79,1,0,0,Liverpool
1874,2008,Newcastle vs Bolton,Newcastle,Bolton,HOME_TEAM,1,0,1.91,3.29,4.15,3,215,212,268,54,53,80,0,0,4,0,244,218,241,66,46,75,0,1,0,DRAW
1875,2008,Stoke vs Aston Villa,Stoke,Aston Villa,HOME_TEAM,3,2,4.87,3.5,1.74,3,42,34,50,11,9,16,0,0,2,0,257,248,241,65,62,60,0,1,0,UNKNOWN
1876,2008,Tottenham vs Sunderland,Tottenham,Sunderland,AWAY_TEAM,1,2,1.5,3.88,7.01,0,274,266,234,74,52,61,0,1,0,3,87,94,180,22,21,69,0,0,1,Tottenham
1877,2008,West Brom vs Everton,West Brom,Everton,AWAY_TEAM,1,2,2.66,3.22,2.65,0,96,100,176,21,33,56,0,1,0,3,291,236,197,81,48,58,0,0,1,West Brom
1878,2008,Manchester Utd vs Newcastle,Manchester Utd,Newcastle,DRAW,1,1,1.29,4.87,10.56,1,421,359,132,129,34,24,1,0,0,1,218,213,268,55,53,80,1,0,0,Manchester Utd
1879,2008,Aston Villa vs Manchester City,Aston Villa,Manchester City,HOME_TEAM,4,2,1.85,3.36,4.43,3,257,250,244,65,62,61,0,0,1,0,242,220,229,67,41,80,2,0,0,DRAW
1880,2008,Chelsea vs Portsmouth,Chelsea,Portsmouth,HOME_TEAM,4,0,1.32,4.63,9.84,3,430,333,110,130,40,17,1,0,0,0,229,211,255,60,49,79,0,0,1,Chelsea
1881,2008,Sunderland vs Liverpool,Sunderland,Liverpool,AWAY_TEAM,0,1,5.28,3.52,1.68,0,90,96,181,23,21,69,1,0,0,3,363,304,146,106,45,36,1,0,0,Liverpool
1882,2008,Bolton vs Stoke,Bolton,Stoke,HOME_TEAM,3,1,1.81,3.33,4.42,3,244,218,242,66,46,76,0,0,1,0,45,37,52,12,9,16,1,0,0,UNKNOWN
1883,2008,Everton vs Blackburn,Everton,Blackburn,AWAY_TEAM,2,3,1.97,3.27,3.93,0,294,238,198,82,48,58,1,0,0,3,253,222,244,67,52,69,0,1,0,DRAW
1884,2008,Hull vs Fulham,Hull,Fulham,HOME_TEAM,2,1,2.56,3.21,2.72,3,32,37,63,7,11,19,0,1,0,0,217,213,270,55,52,81,2,0,0,UNKNOWN
1885,2008,Middlesbrough vs Tottenham,Middlesbrough,Tottenham,HOME_TEAM,2,1,3.16,3.31,2.22,3,217,214,262,54,55,80,0,0,1,0,274,267,236,74,52,62,0,0,1,DRAW
1886,2008,West Ham vs Wigan,West Ham,Wigan,HOME_TEAM,2,1,1.95,3.31,3.95,3,193,169,208,54,31,66,0,0,1,0,174,149,205,47,33,71,0,0,1,DRAW
1887,2008,Arsenal vs West Brom,Arsenal,West Brom,HOME_TEAM,1,0,1.21,5.72,13.78,3,367,358,170,106,49,33,0,0,1,0,96,101,178,21,33,57,0,0,1,Arsenal
1888,2009,Arsenal vs Fulham,Arsenal,Fulham,HOME_TEAM,4,0,1.16,6.9,15.85,3,370,359,170,107,49,33,1,0,0,0,217,214,272,55,52,82,0,0,1,DRAW
1889,2009,Aston Villa vs Blackburn,Aston Villa,Blackburn,AWAY_TEAM,0,1,1.58,3.82,6.05,0,260,254,246,66,62,61,1,0,0,3,256,225,246,68,52,69,1,0,0,Aston Villa
1890,2009,Bolton vs Birmingham,Bolton,Birmingham,HOME_TEAM,2,1,2.14,3.29,3.43,3,247,221,243,67,46,76,1,0,0,0,113,113,157,27,32,54,0,0,1,Bolton
1891,2009,Burnley vs Tottenham,Burnley,Tottenham,HOME_TEAM,4,2,6.25,4.05,1.52,3,0,0,0,0,0,0,0,0,0,0,274,268,238,74,52,63,0,0,2,UNKNOWN
1892,2009,Chelsea vs Wigan,Chelsea,Wigan,HOME_TEAM,8,0,1.08,10.16,26.18,3,433,337,110,131,40,17,2,0,0,0,174,150,207,47,33,72,0,0,2,Chelsea
1893,2009,Everton vs Portsmouth,Everton,Portsmouth,HOME_TEAM,1,0,1.27,5.4,11.15,3,294,240,201,82,48,59,0,0,1,0,229,211,259,60,49,80,0,0,2,Portsmouth
1894,2009,Hull vs Liverpool,Hull,Liverpool,DRAW,0,0,6.7,4.08,1.5,1,35,39,64,8,11,19,1,0,0,1,366,305,146,107,45,36,2,0,0,Liverpool
1895,2009,Manchester Utd vs Stoke,Manchester Utd,Stoke,HOME_TEAM,4,0,1.11,8.48,22.2,3,422,360,133,129,35,24,0,1,0,0,45,38,55,12,9,17,0,0,1,Manchester Utd
1896,2009,West Ham vs Manchester City,West Ham,Manchester City,DRAW,1,1,3.5,3.39,2.08,1,196,171,209,55,31,66,1,0,0,1,242,222,233,67,41,81,0,0,1,West Ham
1897,2009,Wolves vs Sunderland,Wolves,Sunderland,HOME_TEAM,2,1,2.37,3.24,3.02,3,0,0,0,0,0,0,0,0,0,0,90,96,182,23,21,70,0,0,1,UNKNOWN
1898,2009,Fulham vs Stoke,Fulham,Stoke,AWAY_TEAM,0,1,2.04,3.24,3.73,0,217,214,276,55,52,83,0,0,2,3,45,38,59,12,9,18,0,0,2,Fulham
1899,2009,Manchester City vs Tottenham,Manchester City,Tottenham,AWAY_TEAM,0,1,1.97,3.44,3.78,0,243,223,234,67,42,81,0,1,0,3,274,270,242,74,52,64,0,0,3,Tottenham
1900,2009,Blackburn vs Arsenal,Blackburn,Arsenal,HOME_TEAM,2,1,3.8,3.37,1.99,3,259,226,246,69,52,69,2,0,0,0,373,363,170,108,49,33,2,0,0,Arsenal
1901,2009,Wigan vs Hull,Wigan,Hull,DRAW,2,2,1.69,3.65,5.12,1,174,150,215,47,33,73,0,0,3,1,36,39,64,8,12,19,0,1,0,Wigan
1902,2009,Sunderland vs Manchester Utd,Sunderland,Manchester Utd,AWAY_TEAM,0,1,8.34,4.62,1.38,0,90,97,184,23,21,71,0,0,2,3,425,364,133,130,35,24,1,0,0,Manchester Utd
1903,2009,Fulham vs West Ham,Fulham,West Ham,HOME_TEAM,3,2,2.45,3.25,2.88,3,217,214,277,55,52,84,0,0,3,0,197,172,210,55,32,66,0,1,0,West Ham
1904,2009,Liverpool vs Chelsea,Liverpool,Chelsea,AWAY_TEAM,0,2,4.34,3.62,1.8,0,367,305,146,107,46,36,0,1,0,3,436,345,110,132,40,17,3,0,0,Liverpool
1905,2009,Manchester City vs Aston Villa,Manchester City,Aston Villa,HOME_TEAM,3,1,1.86,3.49,4.2,3,243,223,235,67,42,82,0,0,1,0,260,254,247,66,62,62,0,0,1,Manchester City
1906,2009,Portsmouth vs Wolves,Portsmouth,Wolves,HOME_TEAM,3,1,2.35,3.25,3.02,3,229,211,260,60,49,81,0,0,3,0,3,2,1,1,0,0,1,0,0,UNKNOWN
1907,2009,Stoke vs Everton,Stoke,Everton,DRAW,0,0,3.81,3.36,1.98,1,48,39,59,13,9,18,1,0,0,1,297,241,201,83,48,59,1,0,0,Everton
1908,2009,Tottenham vs Bolton,Tottenham,Bolton,HOME_TEAM,1,0,1.24,5.66,12.26,3,277,271,242,75,52,64,1,0,0,0,250,223,244,68,46,76,2,0,0,Tottenham
1909,2009,Birmingham vs Burnley,Birmingham,Burnley,HOME_TEAM,2,1,1.54,3.84,6.53,3,113,114,159,27,32,55,0,0,2,0,3,4,2,1,0,0,1,0,0,UNKNOWN
1910,2009,Chelsea vs Stoke,Chelsea,Stoke,HOME_TEAM,7,0,1.14,7.53,17.98,3,439,347,110,133,40,17,4,0,0,0,49,39,59,13,10,18,0,1,0,Chelsea
1911,2009,Burnley vs Liverpool,Burnley,Liverpool,AWAY_TEAM,0,4,6.0,4.04,1.55,0,3,5,4,1,0,1,0,0,1,3,367,305,148,107,46,37,0,0,1,UNKNOWN
1912,2009,Everton vs Fulham,Everton,Fulham,HOME_TEAM,2,1,1.34,4.74,9.88,3,298,241,201,83,49,59,0,1,0,0,220,217,279,56,52,84,1,0,0,Everton
1913,2009,Aston Villa vs Birmingham,Aston Villa,Birmingham,HOME_TEAM,1,0,1.62,3.68,5.86,3,260,255,250,66,62,63,0,0,2,0,116,116,160,28,32,55,1,0,0,Aston Villa
1914,2009,Arsenal vs Manchester City,Arsenal,Manchester City,DRAW,0,0,2.0,3.5,3.63,1,373,364,172,108,49,34,0,0,1,1,246,226,236,68,42,82,1,0,0,Arsenal
1915,2009,Bolton vs Portsmouth,Bolton,Portsmouth,DRAW,2,2,1.54,3.88,6.59,1,250,223,245,68,46,77,0,0,1,1,232,214,261,61,49,81,1,0,0,Bolton
1916,2009,Hull vs Sunderland,Hull,Sunderland,AWAY_TEAM,0,1,2.39,3.27,2.95,0,37,41,66,8,13,19,0,2,0,3,90,97,185,23,21,72,0,0,3,Sunderland
1917,2009,West Ham vs Wigan,West Ham,Wigan,HOME_TEAM,3,2,1.84,3.5,4.29,3,197,174,213,55,32,67,0,0,1,0,175,152,217,47,34,73,0,1,0,West Ham
1918,2009,Wolves vs Blackburn,Wolves,Blackburn,DRAW,1,1,2.23,3.23,3.27,1,3,3,4,1,0,1,0,0,1,1,262,228,247,70,52,69,3,0,0,UNKNOWN
1919,2009,Manchester Utd vs Tottenham,Manchester Utd,Tottenham,HOME_TEAM,3,1,1.54,4.08,6.18,3,428,365,133,131,35,24,2,0,0,0,280,272,242,76,52,64,2,0,0,Manchester Utd
1920,2009,Hull vs Aston Villa,Hull,Aston Villa,AWAY_TEAM,0,2,3.89,3.45,1.94,0,37,41,67,8,13,20,0,0,1,3,263,256,250,67,62,63,1,0,0,Aston Villa
1921,2009,Liverpool vs West Ham,Liverpool,West Ham,HOME_TEAM,3,0,1.42,4.3,8.09,3,370,309,148,108,46,37,1,0,0,0,200,177,215,56,32,67,1,0,0,DRAW
1922,2009,Portsmouth vs Aston Villa,Portsmouth,Aston Villa,AWAY_TEAM,1,2,5.49,3.77,1.62,0,233,216,263,61,50,81,0,1,0,3,266,258,250,68,62,63,2,0,0,Aston Villa
1923,2009,Wigan vs Arsenal,Wigan,Arsenal,HOME_TEAM,3,2,5.82,3.88,1.58,3,175,154,220,47,34,74,0,0,1,0,374,364,172,108,50,34,0,1,0,Arsenal
1924,2009,Tottenham vs Chelsea,Tottenham,Chelsea,HOME_TEAM,2,1,4.18,3.52,1.86,3,280,273,245,76,52,65,0,0,1,0,442,354,110,134,40,17,5,0,0,Tottenham
1925,2009,Birmingham vs Hull,Birmingham,Hull,DRAW,0,0,1.71,3.56,5.07,1,116,116,161,28,32,56,0,0,1,1,37,41,69,8,13,21,0,0,2,UNKNOWN
1926,2009,Blackburn vs Everton,Blackburn,Everton,AWAY_TEAM,2,3,2.95,3.25,2.4,0,263,229,248,70,53,69,0,1,0,3,301,243,202,84,49,59,1,0,0,DRAW
1927,2009,Fulham vs Wolves,Fulham,Wolves,DRAW,0,0,2.1,3.21,3.67,1,220,218,281,56,52,85,0,0,1,1,4,4,5,1,1,1,0,1,0,UNKNOWN
1928,2009,Stoke vs Bolton,Stoke,Bolton,AWAY_TEAM,1,2,2.12,3.22,3.52,0,49,39,66,13,10,19,0,0,1,3,251,225,247,68,47,77,0,1,0,Stoke
1929,2009,Sunderland vs Burnley,Sunderland,Burnley,HOME_TEAM,2,1,1.59,3.8,5.8,3,93,98,185,24,21,72,1,0,0,0,3,5,8,1,0,2,0,0,2,UNKNOWN
1930,2009,Manchester City vs Manchester Utd,Manchester City,Manchester Utd,AWAY_TEAM,0,1,2.99,3.39,2.34,0,247,226,236,68,43,82,0,1,0,3,431,368,134,132,35,24,3,0,0,Manchester Utd
1931,2009,Tottenham vs Arsenal,Tottenham,Arsenal,HOME_TEAM,2,1,3.27,3.33,2.21,3,283,275,246,77,52,65,1,0,0,0,374,366,175,108,50,35,0,0,1,DRAW
1932,2009,Aston Villa vs Everton,Aston Villa,Everton,DRAW,2,2,2.33,3.25,3.08,1,269,260,251,69,62,63,3,0,0,1,304,246,204,85,49,59,2,0,0,DRAW
1933,2009,Wigan vs Portsmouth,Wigan,Portsmouth,DRAW,0,0,1.48,4.19,6.7,1,178,157,222,48,34,74,1,0,0,1,233,217,265,61,50,82,0,0,1,Wigan
1934,2009,Chelsea vs Bolton,Chelsea,Bolton,HOME_TEAM,1,0,1.12,7.8,20.57,3,442,355,112,134,40,18,0,0,1,0,254,227,248,69,47,77,1,0,0,Chelsea
1935,2009,Manchester City vs Birmingham,Manchester City,Birmingham,HOME_TEAM,5,1,1.38,4.53,8.6,3,247,226,237,68,43,83,0,0,1,0,117,116,161,28,33,56,0,1,0,Manchester City
1936,2009,Liverpool vs Fulham,Liverpool,Fulham,DRAW,0,0,1.29,5.07,11.33,1,373,312,148,109,46,37,2,0,0,1,221,218,281,56,53,85,0,1,0,DRAW
1937,2009,Blackburn vs Manchester Utd,Blackburn,Manchester Utd,DRAW,0,0,7.19,4.09,1.48,1,263,231,251,70,53,70,0,0,1,1,434,369,134,133,35,24,4,0,0,Manchester Utd
1938,2009,Wolves vs Stoke,Wolves,Stoke,DRAW,0,0,2.27,3.24,3.18,1,5,4,5,1,2,1,0,2,0,1,49,40,68,13,10,20,0,0,2,UNKNOWN
1939,2009,Hull vs Burnley,Hull,Burnley,AWAY_TEAM,1,4,1.71,3.6,5.0,0,38,41,69,8,14,21,0,1,0,3,3,6,10,1,0,3,0,0,3,UNKNOWN
1940,2009,West Ham vs Sunderland,West Ham,Sunderland,HOME_TEAM,1,0,2.0,3.35,3.79,3,200,177,218,56,32,68,0,0,1,0,96,100,186,25,21,72,2,0,0,West Ham
1941,2009,Everton vs West Ham,Everton,West Ham,DRAW,2,2,1.42,4.34,8.02,1,305,248,206,85,50,59,0,1,0,1,203,178,218,57,32,68,1,0,0,Everton
1942,2009,Birmingham vs Liverpool,Birmingham,Liverpool,DRAW,1,1,4.65,3.46,1.79,1,117,117,166,28,33,57,0,0,1,1,374,312,148,109,47,37,0,1,0,DRAW
1943,2009,Fulham vs Wigan,Fulham,Wigan,HOME_TEAM,2,1,2.14,3.24,3.52,3,222,218,281,56,54,85,0,2,0,0,179,157,222,48,35,74,0,1,0,Fulham
1944,2009,Burnley vs Manchester City,Burnley,Manchester City,AWAY_TEAM,1,6,5.71,3.7,1.63,0,6,10,11,2,0,3,1,0,0,3,250,231,238,69,43,83,1,0,0,UNKNOWN
1945,2009,Arsenal vs Wolves,Arsenal,Wolves,HOME_TEAM,1,0,1.24,5.7,12.44,3,374,367,177,108,50,36,0,0,2,0,6,4,5,1,3,1,0,3,0,UNKNOWN
1946,2009,Bolton vs Aston Villa,Bolton,Aston Villa,AWAY_TEAM,0,1,2.77,3.22,2.54,0,254,227,249,69,47,78,0,0,1,3,270,262,253,69,63,63,0,1,0,DRAW
1947,2009,Portsmouth vs Blackburn,Portsmouth,Blackburn,DRAW,0,0,3.62,3.38,2.04,1,234,217,265,61,51,82,0,1,0,1,264,231,251,70,54,70,0,1,0,Portsmouth
1948,2009,Stoke vs Hull,Stoke,Hull,HOME_TEAM,2,0,1.72,3.52,5.13,3,50,40,68,13,11,20,0,1,0,0,38,42,73,8,14,22,0,0,1,DRAW
1949,2009,Sunderland vs Tottenham,Sunderland,Tottenham,HOME_TEAM,3,1,3.39,3.29,2.16,3,96,100,187,25,21,73,0,0,1,0,286,277,247,78,52,65,2,0,0,DRAW
1950,2009,Manchester Utd vs Chelsea,Manchester Utd,Chelsea,AWAY_TEAM,1,2,2.48,3.16,3.0,0,435,369,134,133,36,24,0,1,0,3,445,356,112,135,40,18,1,0,0,Manchester Utd
1951,2009,Manchester City vs Wigan,Manchester City,Wigan,HOME_TEAM,3,0,1.33,4.78,9.8,3,253,237,239,70,43,83,2,0,0,0,179,158,224,48,35,75,0,0,1,Manchester City
1952,2009,Liverpool vs Sunderland,Liverpool,Sunderland,HOME_TEAM,3,0,1.29,5.05,11.14,3,375,313,149,109,48,37,0,2,0,0,99,103,188,26,21,73,1,0,0,Liverpool
1953,2009,Burnley vs Blackburn,Burnley,Blackburn,AWAY_TEAM,0,1,2.64,3.25,2.65,0,6,11,17,2,0,4,0,0,1,3,265,231,251,70,55,70,0,2,0,UNKNOWN
1954,2009,Bolton vs Manchester Utd,Bolton,Manchester Utd,AWAY_TEAM,0,4,8.11,4.33,1.41,0,254,227,250,69,47,79,0,0,2,3,435,370,136,133,36,25,0,0,1,Manchester Utd
1955,2009,Birmingham vs Arsenal,Birmingham,Arsenal,DRAW,1,1,6.32,3.79,1.56,1,118,118,167,28,34,57,0,1,0,1,377,368,177,109,50,36,1,0,0,DRAW
1956,2009,Chelsea vs Aston Villa,Chelsea,Aston Villa,HOME_TEAM,7,1,1.38,4.53,8.57,3,448,358,113,136,40,18,2,0,0,0,273,263,253,70,63,63,1,0,0,Chelsea
1957,2009,Hull vs Fulham,Hull,Fulham,HOME_TEAM,2,0,2.35,3.24,3.04,3,38,42,75,8,14,23,0,0,2,0,225,220,282,57,54,85,1,0,0,Hull
1958,2009,Tottenham vs Portsmouth,Tottenham,Portsmouth,HOME_TEAM,2,0,1.2,6.15,15.1,3,286,278,250,78,52,66,0,0,1,0,235,217,265,61,52,82,0,2,0,DRAW
1959,2009,West Ham vs Stoke,West Ham,Stoke,AWAY_TEAM,0,1,2.06,3.29,3.65,0,204,180,220,57,33,68,0,1,0,3,53,42,68,14,11,20,1,0,0,West Ham
1960,2009,Wolves vs Everton,Wolves,Everton,DRAW,0,0,3.75,3.31,2.02,1,6,4,6,1,3,2,0,0,1,1,306,250,208,85,51,59,0,2,0,UNKNOWN
1961,2009,Blackburn vs Birmingham,Blackburn,Birmingham,HOME_TEAM,2,1,2.02,3.31,3.75,3,268,232,251,71,55,70,1,0,0,0,119,119,168,28,35,57,0,2,0,Blackburn
1962,2009,Aston Villa vs Sunderland,Aston Villa,Sunderland,DRAW,1,1,1.62,3.68,5.84,1,273,264,260,70,63,64,0,0,1,1,99,103,191,26,21,74,0,0,1,Aston Villa
1963,2009,Manchester City vs Everton,Manchester City,Everton,AWAY_TEAM,0,2,2.06,3.29,3.65,0,256,240,239,71,43,83,3,0,0,3,307,250,208,85,52,59,0,3,0,Everton
1964,2009,Portsmouth vs Chelsea,Portsmouth,Chelsea,AWAY_TEAM,0,5,11.16,5.21,1.29,0,235,217,267,61,52,83,0,0,1,3,451,365,114,137,40,18,3,0,0,Chelsea
1965,2009,West Ham vs Wolves,West Ham,Wolves,AWAY_TEAM,1,3,1.77,3.5,4.75,0,204,180,221,57,33,69,0,0,1,3,7,4,6,1,4,2,0,1,0,UNKNOWN
1966,2009,Blackburn vs Chelsea,Blackburn,Chelsea,DRAW,1,1,7.65,4.23,1.44,1,271,234,252,72,55,70,2,0,0,1,454,370,114,138,40,18,4,0,0,Chelsea
1967,2009,Fulham vs Manchester City,Fulham,Manchester City,AWAY_TEAM,1,2,3.08,3.24,2.33,0,225,220,284,57,54,86,0,0,1,3,256,240,241,71,43,84,0,0,1,DRAW
1968,2009,Manchester Utd vs Liverpool,Manchester Utd,Liverpool,HOME_TEAM,2,1,1.76,3.45,5.04,3,438,374,136,134,36,25,1,0,0,0,378,316,149,110,48,37,1,0,0,Liverpool
1969,2009,Arsenal vs West Ham,Arsenal,West Ham,HOME_TEAM,2,0,1.19,6.52,14.5,3,378,369,178,109,51,36,0,1,0,0,204,181,224,57,33,70,0,0,2,DRAW
1970,2009,Everton vs Bolton,Everton,Bolton,HOME_TEAM,2,0,1.48,3.97,7.4,3,310,252,208,86,52,59,1,0,0,0,254,227,254,69,47,80,0,0,3,Everton
1971,2009,Portsmouth vs Hull,Portsmouth,Hull,HOME_TEAM,3,2,2.04,3.36,3.62,3,235,217,272,61,52,84,0,0,2,0,41,44,75,9,14,23,1,0,0,DRAW
1972,2009,Stoke vs Tottenham,Stoke,Tottenham,AWAY_TEAM,1,2,3.16,3.24,2.27,0,56,43,68,15,11,20,2,0,0,3,289,280,250,79,52,66,1,0,0,Stoke
1973,2009,Sunderland vs Birmingham,Sunderland,Birmingham,HOME_TEAM,3,1,2.14,3.23,3.49,3,100,104,192,26,22,74,0,1,0,0,119,120,170,28,35,58,0,0,1,Sunderland
1974,2009,Wigan vs Burnley,Wigan,Burnley,HOME_TEAM,1,0,1.8,3.48,4.53,3,179,158,227,48,35,76,0,0,2,0,6,11,18,2,0,5,0,0,2,UNKNOWN
1975,2009,Aston Villa vs Wolves,Aston Villa,Wolves,DRAW,2,2,1.43,4.2,8.13,1,274,265,261,70,64,64,0,1,0,1,10,7,7,2,4,2,1,0,0,UNKNOWN
1976,2009,Wigan vs Aston Villa,Wigan,Aston Villa,AWAY_TEAM,1,2,3.61,3.27,2.06,0,182,159,227,49,35,76,1,0,0,3,275,267,263,70,65,64,0,2,0,Aston Villa
1977,2009,Liverpool vs Portsmouth,Liverpool,Portsmouth,HOME_TEAM,4,1,1.25,5.48,12.57,3,378,317,151,110,48,38,0,0,1,0,238,220,274,62,52,84,1,0,0,Liverpool
1978,2009,Sunderland vs Manchester City,Sunderland,Manchester City,DRAW,1,1,3.5,3.29,2.12,1,103,107,193,27,22,74,1,0,0,1,259,242,242,72,43,84,1,0,0,Manchester City
1979,2009,Manchester Utd vs Fulham,Manchester Utd,Fulham,HOME_TEAM,3,0,1.21,5.9,15.28,3,441,376,137,135,36,25,2,0,0,0,225,221,286,57,54,87,0,0,2,Manchester Utd
1980,2009,Hull vs Arsenal,Hull,Arsenal,AWAY_TEAM,1,2,8.28,4.51,1.39,0,41,46,78,9,14,24,0,0,1,3,381,371,178,110,51,36,1,0,0,Arsenal
1981,2009,Birmingham vs Everton,Birmingham,Everton,DRAW,2,2,3.04,3.22,2.37,1,119,121,173,28,35,59,0,0,2,1,313,254,208,87,52,59,2,0,0,DRAW
1982,2009,Bolton vs Wigan,Bolton,Wigan,HOME_TEAM,4,0,2.12,3.25,3.52,3,254,227,256,69,47,81,0,0,4,0,182,160,229,49,35,77,0,0,1,Wigan
1983,2009,Burnley vs Wolves,Burnley,Wolves,AWAY_TEAM,1,2,2.33,3.21,3.11,0,6,11,19,2,0,6,0,0,3,3,11,9,9,2,5,2,0,1,0,UNKNOWN
1984,2009,Chelsea vs West Ham,Chelsea,West Ham,HOME_TEAM,4,1,1.22,5.95,14.54,3,455,371,115,138,41,18,0,1,0,0,204,181,226,57,33,71,0,0,3,DRAW
1985,2009,Stoke vs Aston Villa,Stoke,Aston Villa,DRAW,0,0,3.15,3.21,2.31,1,56,44,70,15,11,21,0,0,1,1,278,269,264,71,65,64,1,0,0,Stoke
1986,2009,Tottenham vs Blackburn,Tottenham,Blackburn,HOME_TEAM,3,1,1.42,4.3,8.02,3,292,282,251,80,52,66,2,0,0,0,272,235,253,72,56,70,0,1,0,Tottenham
1987,2009,Burnley vs Stoke,Burnley,Stoke,DRAW,1,1,2.46,3.23,2.9,1,6,12,21,2,0,7,0,0,4,1,57,44,70,15,12,21,0,1,0,UNKNOWN
1988,2009,Portsmouth vs Birmingham,Portsmouth,Birmingham,AWAY_TEAM,1,2,2.25,3.25,3.19,0,238,221,278,62,52,85,0,0,1,3,120,123,175,28,36,59,0,1,0,Portsmouth
1989,2009,Sunderland vs Bolton,Sunderland,Bolton,HOME_TEAM,4,0,2.1,3.25,3.6,3,104,108,194,27,23,74,0,1,0,0,257,231,256,70,47,81,1,0,0,Bolton
1990,2009,Wigan vs Liverpool,Wigan,Liverpool,HOME_TEAM,1,0,6.29,3.76,1.57,3,182,160,233,49,35,78,0,0,2,0,381,321,152,111,48,38,1,0,0,DRAW
1991,2009,Everton vs Hull,Everton,Hull,HOME_TEAM,5,1,1.4,4.34,8.72,3,314,256,210,87,53,59,0,1,0,0,41,47,80,9,14,25,0,0,2,Everton
1992,2009,Wolves vs Manchester Utd,Wolves,Manchester Utd,AWAY_TEAM,0,1,8.86,4.54,1.37,0,14,11,10,3,5,2,1,0,0,3,444,379,137,136,36,25,3,0,0,UNKNOWN
1993,2009,Arsenal vs Burnley,Arsenal,Burnley,HOME_TEAM,3,1,1.14,7.3,18.98,3,384,373,179,111,51,36,2,0,0,0,7,13,22,2,1,7,0,1,0,UNKNOWN
1994,2009,West Ham vs Bolton,West Ham,Bolton,AWAY_TEAM,1,2,1.74,3.54,4.88,0,204,182,230,57,33,72,0,0,4,3,257,231,260,70,47,82,0,0,1,Bolton
1995,2009,Liverpool vs Blackburn,Liverpool,Blackburn,HOME_TEAM,2,1,1.34,4.7,10.1,3,381,321,153,111,48,39,0,0,1,0,272,236,256,72,56,71,0,0,1,Liverpool
1996,2009,Sunderland vs Fulham,Sunderland,Fulham,DRAW,0,0,2.04,3.27,3.68,1,107,112,194,28,23,74,1,0,0,1,225,221,289,57,54,88,0,0,3,Sunderland
1997,2009,Tottenham vs Everton,Tottenham,Everton,HOME_TEAM,2,1,1.9,3.37,4.18,3,295,285,252,81,52,66,3,0,0,0,317,261,211,88,53,59,1,0,0,Everton
1998,2009,Stoke vs Arsenal,Stoke,Arsenal,AWAY_TEAM,1,3,4.9,3.54,1.73,0,58,45,71,15,13,21,0,2,0,3,387,376,180,112,51,36,3,0,0,Stoke
